DR Number,Victim Age,Victim Sex,Victim Descent
130208210,31,M,H
130208213,38,M,H
130208217,49,F,O
130208235,28,F,W
130208241,22,F,H
130208252,19,M,H
130208275,19,F,H
130208295,12,M,H
130208356,20,M,H
130208366,23,F,H
130208387,52,M,H
130208401,19,M,H
130208407,53,F,H
130208410,40,M,H
130208413,25,F,H
130208446,78,F,H
130208455,46,M,O
130208539,24,M,H
130208543,31,F,H
130208564,36,M,H
130208572,14,F,H
130208576,13,F,H
130208590,20,F,O
130208602,32,M,W
130208617,13,M,H
130208639,21,M,B
130208640,32,M,W
130208702,21,M,H
130208727,37,F,B
130208736,34,F,H
130208745,35,M,H
130208749,23,F,H
130208779,49,F,W
130208783,30,F,H
130208792,31,M,H
130208841,30,M,B
130208842,41,F,H
130208856,51,M,B
130208876,21,M,H
130208885,55,M,H
130208911,30,F,H
130208920,22,F,W
130209048,21,F,H
130209049,25,M,H
130209140,21,F,B
130209193,23,F,B
130209194,24,M,H
130209214,30,M,H
130209231,24,M,B
130209243,58,M,A
130209244,49,M,B
130209246,24,F,H
130209286,56,M,O
130209312,18,M,H
130209333,34,F,H
130209441,23,M,O
130209444,15,M,H
130209450,16,F,H
130209518,28,M,H
130209555,19,F,H
130209565,20,M,B
130209579,45,M,W
130209583,45,M,H
130209596,28,M,H
130209599,36,M,H
130209648,50,M,H
130209659,59,F,W
130209681,38,F,H
130209718,20,F,H
130209719,12,F,H
130209751,25,M,W
130209783,44,M,H
130209790,42,F,H
130209794,21,F,H
130209814,38,M,H
130209829,30,M,H
130209850,20,M,H
100207539,36,F,A
130209894,25,F,H
130209957,16,F,H
130210012,46,M,H
130210031,12,M,K
130210075,47,M,H
130210079,29,M,H
130210084,27,F,B
130210134,33,M,H
130210188,30,M,H
130210227,12,M,H
130210237,56,M,H
130210254,28,M,H
130210304,24,F,B
130210363,56,M,W
130210364,27,F,H
130210366,54,M,H
130210409,15,M,H
130210410,46,M,H
130210436,27,M,H
130210459,60,F,O
130210460,48,M,W
130210471,34,M,H
130210505,42,M,H
130210516,63,F,H
130210538,47,F,B
130210600,22,F,H
130210630,29,M,H
130210690,12,M,H
130210692,33,M,H
130210693,32,M,H
130210694,34,M,H
130210696,17,F,B
130210700,17,F,B
130210701,17,F,B
130210737,22,F,H
130210742,18,M,H
130210745,32,M,W
130210750,29,F,O
130210770,21,F,W
130210788,21,M,O
130210843,12,F,H
130210930,19,M,H
130210944,25,M,A
130210950,35,M,H
130210978,26,M,H
130210999,18,M,H
130211023,50,F,H
130211052,18,M,H
130211059,34,M,H
130211116,17,M,H
130211161,45,M,H
130211172,40,M,H
130211190,19,M,H
130211192,31,F,W
130211198,22,F,H
130211204,21,M,H
130211206,14,M,H
130211207,53,F,H
130211249,25,F,H
130211251,19,F,H
130211252,53,M,O
130211299,28,M,W
130211308,25,M,H
130211317,17,F,H
130211369,49,F,W
130211371,17,M,H
130211382,27,M,H
130211392,63,M,H
130211402,63,M,W
130211424,20,M,W
130211472,58,F,O
130211508,15,F,H
130211579,14,M,H
130211567,60,M,H
130211580,21,M,H
130211581,26,M,H
130211637,32,M,H
130211797,34,F,H
130211798,29,M,H
130211805,29,M,W
130211806,77,M,H
130211808,20,M,H
130211811,18,M,H
130211839,34,M,H
130211887,29,F,H
130211917,64,F,H
130211958,59,M,W
130211976,29,M,H
130212018,38,M,H
130212026,22,M,H
130212030,31,M,H
130212043,58,M,W
130212069,34,M,H
130212077,55,F,H
130212083,66,M,B
130212086,31,M,H
130212092,25,F,W
130212219,16,F,W
130212275,16,F,H
130212282,26,F,A
130212337,28,F,H
130212343,23,F,H
130212345,37,M,H
130212367,15,F,H
130212416,34,F,B
130212420,27,F,H
130212421,27,M,H
130212442,12,M,O
130212456,12,M,H
130212464,24,M,H
130212467,44,M,H
130212470,73,M,B
130212471,34,M,H
130212476,42,M,H
130212477,37,M,H
130212492,12,M,H
130212536,23,F,H
130212571,61,M,H
130212590,40,F,H
130212617,41,F,H
130212626,28,M,H
130212627,32,F,H
130212633,35,M,H
130212657,26,M,W
130212697,32,F,H
130212738,17,M,B
130212742,63,F,H
130212804,19,F,H
130212805,18,M,H
130212807,57,M,H
130212818,50,M,H
130212821,19,M,H
130212841,34,M,H
130212842,21,M,H
130212849,20,M,H
100210018,42,M,H
130212860,22,M,H
130212867,21,M,H
130212874,53,F,O
130212946,12,F,H
130212953,31,M,H
130212955,62,M,H
130212976,16,M,H
130212986,49,M,H
130213050,18,M,H
130213055,44,M,W
130213079,25,M,H
130213081,44,F,W
130213101,37,M,H
130213124,12,M,H
130213160,22,M,B
130213196,32,F,H
130213223,34,M,B
130213260,25,F,B
130213291,20,M,H
130213292,32,F,H
130213297,28,M,H
130213299,31,M,H
130213328,44,M,H
130213345,39,F,B
130213389,36,M,H
130213440,57,M,H
130213500,47,M,H
130213507,22,M,H
130213514,36,F,W
130213523,33,M,H
130213533,53,M,H
130213537,40,F,H
130213569,36,M,H
130213625,30,M,H
130213666,11,F,H
130213700,30,M,H
130213851,22,F,B
130213888,37,M,H
130213939,25,F,H
130213969,12,M,H
130213999,21,F,H
130214039,32,M,H
130214082,46,M,B
130214085,54,F,H
130214106,41,M,H
130214107,20,F,H
130214110,28,M,B
130214116,21,F,H
130214183,22,F,B
130214187,24,M,H
130214196,24,F,H
130214247,35,M,H
130214249,51,F,H
130214265,31,M,W
130214280,31,F,H
130214281,38,F,B
130214286,47,F,W
130214313,48,M,H
130214321,24,M,H
130214329,37,F,H
130214332,34,M,W
130214379,22,M,W
130214385,22,M,H
130214393,17,F,H
130214428,35,M,H
130214440,38,F,H
130214447,22,M,H
130214513,19,F,H
130214481,20,M,H
130214503,27,M,H
130214521,31,F,W
130214542,29,F,H
130214560,12,M,H
130214562,12,M,H
130214566,26,M,H
130214576,48,M,H
130214582,70,M,O
130214600,47,F,H
130214673,30,M,B
130214679,50,F,B
130214699,24,F,H
130214702,30,F,B
130214725,43,F,W
130214743,24,M,H
130214747,23,F,H
130214789,38,M,H
130214791,22,F,H
130214815,29,F,H
130214828,62,M,H
130214841,47,M,H
130214847,29,M,W
130214876,14,M,H
130214900,26,F,B
130214903,24,F,B
130214904,22,F,B
130214944,20,M,H
130214946,47,M,H
130215005,23,M,H
130215030,22,F,W
130215032,45,M,H
130215065,47,M,H
130215076,46,F,H
130215077,23,F,H
130215148,18,F,H
130215156,45,M,H
130215157,45,M,H
130215161,27,F,W
130215196,56,F,B
130215208,63,F,H
130215240,48,M,H
130215252,26,M,H
130215253,27,M,W
130215296,27,F,H
130215320,53,M,H
130215371,36,F,H
130215372,18,M,H
130215416,50,M,O
130215436,29,M,H
130215471,22,F,H
130215532,34,M,H
130215539,20,M,H
130215558,30,F,H
130215722,19,M,H
130215746,26,F,B
130215767,31,M,H
130215768,30,M,H
130215770,43,M,B
130215779,22,M,H
130215824,31,M,H
130215831,25,M,H
130215833,34,F,H
130215834,48,M,H
130215839,51,M,H
130215840,45,F,H
130215877,30,F,B
130215926,24,M,H
130215950,44,M,W
130215956,24,M,B
130215958,21,M,H
130215961,23,F,H
130215962,45,F,H
130216018,34,M,H
130216035,30,F,H
130216099,22,F,B
130216107,20,F,H
130216117,19,M,H
130216125,52,M,H
130216181,23,M,H
130216211,47,F,W
130216231,26,M,H
130216232,48,M,H
130216337,27,M,H
130216338,37,M,H
130216341,26,F,H
130216366,29,M,H
130216370,31,M,H
130216376,30,F,H
130216379,28,M,H
130216388,51,M,O
130216418,22,M,H
130216442,34,M,H
130216444,27,M,H
130216445,27,F,H
130216467,17,M,H
130216475,33,M,H
130216477,51,M,H
130216481,34,M,W
130216490,26,M,H
130216527,22,M,W
130216538,30,M,H
130216540,43,M,H
130216568,40,M,W
130216601,29,F,H
130216602,26,F,H
130216603,25,F,B
130216656,20,M,H
130216662,16,M,H
130216663,72,M,B
130216666,27,F,W
130216675,21,F,H
130216676,19,F,H
130216681,39,F,O
130216718,23,F,H
130216721,24,F,H
130216725,45,F,H
130216726,12,M,O
130216834,22,F,O
130216874,60,F,O
130216894,69,M,W
130216895,40,F,B
130216902,39,F,H
130216913,27,F,H
130216919,24,M,H
130216932,44,F,H
130216944,27,F,H
130216955,24,M,B
130217036,39,F,H
130217040,45,M,H
130217075,52,M,A
130217089,32,F,B
130217099,50,M,H
130217107,19,M,H
130217112,40,F,H
130217138,23,F,H
130217146,20,F,H
130217150,17,M,H
130217153,27,F,B
130217154,31,F,B
130217155,37,F,B
130217160,28,F,W
130217162,26,M,H
130217172,35,M,H
130217190,21,F,H
130217221,20,M,W
130217252,38,M,O
130217260,19,F,H
130217261,46,M,H
130217262,29,M,H
130217269,31,M,H
130217291,46,M,B
130217311,22,M,H
130217420,32,F,H
130217451,18,M,H
130217471,26,M,H
130217504,27,M,H
130217512,23,M,H
130217514,29,M,H
130217515,52,M,H
130217566,35,F,H
130217575,36,F,H
130217584,18,F,H
130217585,57,F,H
130217586,51,M,H
130217594,26,M,H
130217624,25,M,B
130217631,55,M,B
130217640,32,M,H
130217666,28,M,H
130217682,23,F,H
130217683,62,M,W
130217694,37,M,H
130217729,20,M,B
130217765,15,F,H
130217770,31,F,H
130217775,24,M,H
130217779,18,M,H
130217827,27,M,H
130217830,54,M,H
130217870,44,F,H
130217892,24,M,B
130217916,51,F,H
130217920,44,M,H
130217922,28,M,H
130217946,22,F,H
130217971,26,F,H
130217972,26,M,H
130218019,52,M,H
130218022,33,M,H
130218051,23,F,H
130218067,29,M,H
130218068,51,M,H
130218070,13,F,H
130218103,27,F,B
130218111,21,M,H
130218113,47,F,W
130218159,22,M,H
130218160,19,M,H
130218161,38,M,H
130218164,19,M,H
130218170,40,F,H
130218178,36,M,H
130218187,24,F,B
130218263,22,M,H
130218318,34,M,W
130218319,26,M,H
130218322,33,M,H
130218381,38,M,O
130218392,20,F,H
130218461,27,M,H
130218463,18,F,H
130218479,28,M,H
130218512,16,F,H
130218521,23,M,H
130218523,21,F,H
130218562,21,F,H
130218564,41,M,W
130218566,35,M,W
130218574,35,M,H
130218628,23,M,H
130218636,30,M,H
130218637,25,F,H
130218648,51,M,H
100215242,28,M,O
130218661,72,M,A
130218673,18,F,H
130218682,51,F,B
130218683,52,M,H
130218712,48,M,H
130218774,30,F,H
130218772,25,M,H
130218778,20,M,B
130218827,30,F,H
130218835,14,F,H
130218911,32,M,H
130219004,20,M,H
130219005,24,M,H
130219007,12,F,H
130219019,31,M,W
130219043,38,M,B
130219047,52,M,H
130219061,22,F,H
130219079,27,F,H
130219103,28,M,H
130219120,48,M,W
130219126,34,M,W
130219151,21,M,H
130219171,50,M,H
130219194,30,F,H
130219202,50,M,H
130219209,28,M,H
130219270,43,F,A
130219310,22,M,H
130219334,28,F,W
130219354,27,F,B
130219376,24,F,B
130219383,22,M,H
130219407,47,M,H
130219424,54,M,H
130219493,34,M,H
130219498,19,M,H
130219511,29,F,H
130219549,27,F,H
130219564,44,M,H
130219572,48,F,H
130219622,43,F,B
130219628,16,M,H
130219664,21,M,H
130219708,39,F,H
130219727,29,M,H
130219729,34,M,H
130219735,31,M,H
130219736,30,M,H
130219758,19,M,H
130219765,25,F,W
130219783,49,M,B
130219803,21,M,H
130219819,47,F,H
130219839,30,M,B
130219880,30,M,H
130219881,36,M,H
130219882,26,M,H
130219911,20,M,H
130219915,32,M,H
130219918,23,M,H
130219948,23,M,H
130219997,23,M,H
130220010,54,M,H
130220012,55,M,H
130220013,36,F,H
130220014,47,M,H
130220038,47,M,H
130220041,24,M,A
130220059,26,M,W
130220064,38,F,O
130220065,28,F,H
130220070,22,M,H
130220111,18,M,H
130220123,59,M,W
130220144,19,F,H
130220154,20,M,B
130220199,24,M,H
130220232,16,M,H
130220252,15,F,H
130220332,37,F,W
130220366,23,M,H
130220399,30,F,H
130220402,37,M,H
130220443,48,M,H
130220455,19,M,H
130220456,20,M,H
130220487,20,F,H
130220493,53,M,H
130220509,67,F,H
130220510,29,M,W
130220532,48,M,H
130220540,40,F,H
130220560,36,M,H
130220562,45,M,H
130220584,39,M,H
130220638,31,M,H
130220655,43,F,H
130220680,17,M,H
130220685,37,M,H
130220691,39,M,H
130220814,21,F,B
130220855,36,F,H
130220864,28,M,H
130220877,63,F,H
130220884,19,F,H
130220888,40,M,W
130220889,22,M,H
130220942,63,M,H
130220948,22,F,B
130220962,35,M,H
130221022,49,M,H
130221036,33,M,H
130221055,34,M,H
130221058,50,F,H
130221080,62,F,H
130221088,21,F,H
130221132,38,F,H
130221133,46,F,O
130221156,45,M,B
130221163,50,F,W
130221188,29,M,H
130221244,24,M,H
130221245,65,F,H
130221246,26,M,H
130221260,17,M,H
130221326,27,M,H
130221329,30,M,H
130221374,49,M,H
130221380,22,M,H
130221425,12,F,W
130221440,12,M,H
130221441,58,M,B
130221506,56,F,H
130221562,22,F,H
130221578,25,F,O
130221579,37,M,H
130221582,31,M,H
130221587,62,F,W
130221589,15,F,H
130221590,16,F,H
130221614,53,M,H
130221630,43,M,H
130221678,17,F,H
130221684,18,F,H
130221725,21,F,H
130221731,62,M,H
130221744,26,F,B
130221781,64,M,W
130221843,18,F,H
130221854,54,M,H
130221855,34,F,H
130221856,42,F,H
130221864,24,M,H
130221866,22,M,H
130221868,38,M,B
130221923,13,F,H
130221924,12,F,H
130221926,37,F,B
130221929,50,F,W
130221930,53,M,W
130221934,28,M,H
130221958,24,M,H
130221962,35,M,H
130221965,12,M,H
130221966,12,M,H
130221974,22,M,H
130221975,44,M,H
130221976,16,F,H
130221996,59,M,H
130222014,51,M,B
130222023,20,F,H
130222062,22,M,H
130222065,40,F,H
130222069,81,M,H
130222089,42,F,K
130222094,24,M,H
130222134,22,M,H
130222200,25,M,H
130222220,45,F,H
130222221,15,F,H
130222222,19,M,H
130222230,22,F,H
130222266,25,M,H
130222312,38,M,H
130222321,31,M,W
130222351,23,F,H
130222361,23,F,H
130222421,32,M,H
130222423,29,F,H
130222428,53,M,H
130222482,32,F,F
130222607,19,F,H
130222648,42,F,H
130222649,28,F,O
130222666,31,M,H
130222706,26,F,B
130222710,33,M,H
130222717,52,F,H
130222754,16,F,H
130222755,19,F,H
130222822,40,M,B
130222835,51,M,W
130222842,34,M,H
130222867,18,M,H
130222878,52,M,W
130222890,63,F,W
130222910,25,M,W
130222911,36,M,H
130222925,62,M,H
130222942,45,M,H
130222954,23,M,H
130222991,34,F,H
130223007,54,M,H
130223037,16,F,H
130223059,44,F,B
130223205,50,M,W
130223257,56,M,B
130223259,31,M,H
130223261,15,M,H
130223289,51,M,B
130223290,44,M,H
130223319,26,M,H
130223329,25,F,H
130223330,20,F,B
130223361,16,M,H
130223366,18,M,H
130223382,23,M,H
130223402,70,F,H
130223413,32,F,B
130223414,20,F,B
130223475,37,M,W
130223553,23,M,H
130223580,23,F,W
130223618,31,F,H
130223633,38,M,H
130223656,59,M,B
130223657,42,M,B
130223666,22,M,H
130223669,26,M,H
130223671,18,M,H
130223687,37,M,H
130223695,24,M,H
130223696,68,F,H
130223710,48,F,O
130223729,45,M,A
130223739,23,M,H
130223740,50,F,H
130223743,41,F,H
130223788,27,F,B
130223797,54,M,H
130223799,47,M,H
130223805,41,M,H
130223806,34,M,W
130223908,14,F,H
130223912,27,M,W
130223913,18,M,H
130223924,54,F,O
130223932,29,F,H
130223950,59,M,H
130223955,51,M,H
130223969,27,F,B
130223974,23,M,H
130223986,50,M,W
130224014,30,F,H
130224027,31,M,O
130224030,20,M,H
130224062,29,M,B
130224094,43,M,H
130224095,32,M,H
130224104,20,F,H
130224111,23,M,H
130224130,37,F,H
130224131,43,M,H
130224138,36,F,B
130224161,51,M,H
130224162,39,F,O
130224173,12,F,H
130224190,29,F,H
130224197,31,M,H
130224222,30,M,H
130224231,34,M,H
130224265,28,M,H
130224289,45,M,H
130224292,18,F,H
130224296,28,M,H
130224298,21,F,H
130224311,21,F,H
130224316,18,F,H
130224321,49,M,O
130224324,39,M,H
130224326,29,M,H
130224360,26,M,O
130224366,25,F,B
130224393,24,M,B
130224396,37,M,H
130224405,27,M,H
130300520,15,F,H
130300539,54,F,B
130300552,24,M,H
130300568,26,F,H
130300594,45,M,B
130300607,53,M,B
130300613,18,M,H
130300627,35,M,H
130300639,15,M,H
130300656,34,F,W
130300694,35,M,B
130300698,23,M,W
130300739,48,F,W
130300749,20,F,H
130300762,19,M,W
130300782,19,F,B
130300784,29,M,B
130300789,30,F,B
130300823,27,M,B
130300824,84,M,B
130300842,43,M,W
130300860,19,F,H
130300861,16,M,H
130300906,30,F,H
130300927,57,M,H
130300946,25,M,H
130301018,14,F,B
130301026,33,M,H
130301065,12,M,X
130301081,65,M,O
130301087,15,F,H
130301126,29,M,O
130301134,21,F,W
130301150,24,M,B
130301163,65,M,A
130301164,28,M,W
130301167,33,M,B
130301175,20,F,B
130301177,20,M,H
130304018,42,M,B
130304040,32,M,H
130304057,29,M,H
130304103,39,M,H
130304163,21,M,B
130304248,50,F,H
130304260,49,M,B
130304266,44,F,H
130304268,18,M,B
130304302,54,M,O
130304311,25,F,B
130304323,32,M,B
130304347,31,M,H
130304348,41,M,H
130304349,21,M,B
130304383,23,M,H
130304413,30,F,H
130304465,42,M,H
130304470,52,F,H
130304478,42,F,H
130304491,43,F,B
130304511,52,F,H
130304534,44,F,B
130304593,31,F,B
130304597,50,M,H
130304629,27,F,B
130304643,19,F,B
130304709,57,F,H
130304710,35,F,H
130304712,19,M,H
130304714,60,M,B
130304717,33,M,B
130304751,13,M,H
130304776,35,M,H
130304812,17,M,H
130304842,40,F,B
130304864,21,F,H
130304944,23,F,B
130304955,14,M,H
130304963,38,F,H
130304980,30,F,B
130304992,24,F,B
130305045,32,F,B
130305054,62,M,W
130305067,24,F,B
130305068,15,M,H
130305069,38,M,B
130305074,26,F,H
130305090,22,F,H
130305107,28,M,H
130305110,23,F,B
130305115,27,M,B
130305119,32,F,B
130305122,18,F,B
130305123,21,M,B
130305129,28,M,H
130305158,34,F,B
130305169,19,M,B
130305173,13,F,B
130305179,54,M,B
130305215,71,F,B
130305216,17,M,B
130305258,40,F,H
130305291,16,M,H
130305295,29,M,H
130305344,28,M,B
130305348,57,M,B
100300503,19,F,B
130305360,21,F,B
130305365,35,F,H
130305414,33,F,H
130305455,21,F,B
130305513,31,F,H
130305535,45,M,O
130305544,16,F,B
130305556,55,F,H
130305557,40,M,H
130305558,50,F,B
130305589,47,M,H
130305594,30,F,H
130305670,21,M,B
130305732,38,F,B
130305761,13,F,B
130305762,13,F,B
130305778,20,M,B
130305786,18,M,H
130305787,40,F,B
130305788,17,M,H
130305790,29,M,B
130305806,44,M,B
130305811,26,M,B
130305846,57,F,H
130305848,36,M,B
130305851,42,F,B
130305855,22,F,B
130305860,18,F,B
130305908,38,F,B
130305916,33,F,H
130305950,41,F,H
130305964,40,F,B
130305984,20,F,H
130306000,18,F,H
130306013,18,F,H
130306074,22,M,H
130306082,36,F,H
131321019,19,M,H
130306159,39,M,H
130306166,15,M,H
130306167,14,M,H
130306172,22,M,A
130306179,54,M,B
130306208,19,M,H
130306222,59,M,B
130306247,48,M,B
130306248,50,F,B
130306332,13,M,B
130306382,54,M,B
130306455,62,M,B
130306501,47,M,B
130306511,48,M,B
130306515,38,F,B
130306580,14,F,H
130306657,52,F,B
130306658,45,M,H
130306662,19,M,H
130306738,48,F,H
130306794,51,F,B
130306795,25,F,W
130306797,19,F,W
130306815,20,F,B
130306846,28,M,H
130306883,25,F,B
130306918,19,F,B
130306922,24,F,H
130306923,25,M,H
130306960,30,M,H
130306965,32,M,H
130306970,12,F,B
130306976,18,M,B
130306983,22,M,H
130307041,48,F,H
130307053,15,M,B
130307076,36,F,B
130307099,19,M,B
130307100,38,M,H
130307124,44,F,B
130307166,24,F,H
130307205,41,F,B
130307220,15,F,H
130307235,17,M,H
130307241,25,M,H
130307272,19,M,W
130307280,50,F,B
130307282,37,F,B
130307310,27,M,H
130307339,22,M,H
130307356,21,M,B
130307362,26,F,B
130307392,14,F,B
130307399,16,F,B
130307403,37,M,B
130307469,25,F,B
130307475,14,M,H
130307507,13,F,H
130307565,15,M,H
130307566,18,F,B
130307576,15,M,B
130307631,52,M,B
130307633,12,M,H
130307679,53,M,H
130307655,27,F,B
130307708,21,F,B
130307725,40,M,B
130307741,51,M,B
130307747,18,F,B
130307784,58,M,H
130307787,30,F,B
130307821,17,F,H
130307822,15,F,B
130307829,14,M,H
130307845,52,M,H
130307867,20,F,B
130307868,18,F,H
130307919,23,M,B
130307928,47,M,B
130307980,22,F,H
130307981,24,M,H
130307988,55,F,B
130307993,44,M,W
130308024,32,M,B
130308030,19,F,H
130308034,19,F,B
130308051,29,M,B
130308126,21,M,H
130308053,32,M,B
130308115,45,M,H
130308177,45,M,O
130308196,22,F,B
130308198,24,F,B
130308212,13,F,B
130308219,37,M,H
130308220,19,M,O
130308244,19,M,H
130308316,49,M,H
130308317,32,F,H
130308328,22,M,H
130308347,51,F,B
130308352,25,M,H
130308370,24,F,B
130308371,14,M,H
130308373,25,M,B
130308377,58,M,B
130308381,49,F,B
130308384,38,F,H
130308394,38,M,H
130308402,54,M,O
130308419,62,M,B
130308420,56,M,B
130308423,37,M,H
130308425,18,M,H
130308430,32,M,H
140100912,23,M,H
130308433,38,M,H
130308471,40,F,B
130308523,19,M,B
130308524,21,F,B
130308584,18,M,H
130308585,75,M,B
130308586,26,M,B
130308587,44,M,H
130308616,18,F,B
130308661,21,M,H
130308690,19,M,H
130308675,26,M,H
130308681,64,F,B
130308735,42,F,H
130308744,39,M,B
130308753,21,F,H
130308755,19,F,B
130308778,59,M,B
130308796,21,F,B
130308830,16,F,H
130308879,61,F,H
130308889,27,F,B
130308893,22,F,B
130308903,33,M,H
130308917,42,F,B
130308929,14,M,B
130308940,48,M,B
130308950,22,M,H
130308955,22,M,H
130308988,32,M,B
130309012,19,M,B
130309013,23,F,B
130309014,37,M,H
130309035,19,F,B
130309036,37,M,B
130309078,19,F,B
130309087,34,F,B
130309100,37,F,B
130309111,20,F,B
130309112,29,F,B
130309129,14,F,B
130309130,18,F,B
130309133,22,F,B
130309162,24,F,B
130309164,41,F,B
130309166,34,F,W
130309176,18,F,H
130309246,62,M,B
130309260,17,M,H
130309275,27,M,B
130309362,16,M,H
130309363,63,M,H
130309364,14,F,B
130309379,21,M,H
130309469,50,M,H
130309482,19,M,H
130309484,36,F,H
130309517,31,F,B
130309521,51,F,B
130309522,65,M,B
130309534,31,F,H
130309543,16,M,H
130309622,27,F,H
130309639,18,F,B
130309649,61,M,W
130309655,53,M,B
140104423,67,M,B
130309700,29,M,H
130309721,17,F,H
130309738,19,F,H
130309751,39,M,O
130309772,24,M,A
130309785,60,F,B
130309824,19,F,B
130309851,18,M,H
130309860,50,F,B
130309936,78,F,B
130309958,48,F,B
130309977,13,M,B
130309981,28,F,H
130309983,35,M,H
130309984,48,M,H
130310031,52,F,B
130310038,29,M,H
130310048,30,M,H
130310055,68,M,B
130310068,20,F,B
130310073,21,M,H
130310142,39,M,B
130310160,58,F,B
130310190,38,M,B
130310211,46,F,H
130310217,22,F,A
130310271,28,F,B
130310290,26,M,H
130310297,38,M,H
130310341,28,M,A
130310386,24,F,B
130310387,42,F,B
130310388,17,M,B
130310392,14,F,H
130310399,41,F,O
130310401,33,F,B
130310451,41,M,B
130310458,24,M,W
130310525,27,M,H
130310527,49,M,B
130310536,21,M,O
130310559,42,F,B
130310572,19,F,B
130310590,25,M,H
130310599,17,M,H
130310610,23,M,B
130310611,23,M,B
130310622,45,F,B
130310630,22,F,B
130310644,30,F,H
130310656,11,F,B
130310706,16,M,H
130310744,18,M,H
130310748,23,F,H
130310778,20,F,B
130310788,31,F,H
130310821,33,M,H
130310825,45,F,H
130310829,41,F,H
130310858,21,F,B
130310875,19,F,U
130310884,17,M,H
130310918,33,F,H
130310919,19,F,W
130310958,23,M,B
130310962,15,M,H
130310969,26,M,H
130310979,47,M,H
130310992,69,M,W
130311004,21,F,H
130311018,16,F,B
130311072,37,M,B
130311073,22,M,O
130311084,19,F,H
130311088,45,M,H
130311090,16,M,B
130311094,17,F,B
130311110,62,M,W
130311111,40,F,B
130311115,38,F,B
130311168,70,F,H
130311177,29,M,H
130311184,23,M,H
130311256,49,M,O
130311279,28,F,H
130311303,18,F,B
130311305,14,F,H
130311347,42,F,H
130311373,25,F,H
130311374,29,F,W
130311375,18,F,H
130311377,17,M,H
130311449,46,F,B
130311496,40,F,H
130311514,29,F,H
130311523,63,F,B
130311557,28,F,B
130311558,30,F,B
130316636,16,M,H
130311624,37,F,B
130311626,35,M,H
130311627,35,M,H
130311628,37,M,H
130311634,37,M,H
130311687,34,M,H
130311707,53,M,B
130311725,24,F,B
130311735,21,F,B
130311736,30,F,B
130311818,31,M,H
130311891,52,M,B
130311900,56,M,B
130311972,24,M,H
130311977,22,F,H
130311986,22,F,H
130311996,25,M,B
130312020,30,F,H
130312081,30,F,H
